baseItem,category,tier,cost,nMats,mat1,mat1count,mat2,mat2count,mat3,mat3count,mat4,mat4count,mat5,mat5count,mat6,mat6count
Elfin Leaf,1,1,19200,2,Rare Ancient Crystal,2,Rare Greenleaf Crystal,2,,,,,,,,
Elfin Leaf,1,2,19200,3,Rare Ancient Crystal,3,Rare Greenleaf Crystal,3,Blessed Lestalite,1,,,,,,
Elfin Leaf,1,3,19200,3,Rare Ancient Crystal,3,Rare Greenleaf Crystal,3,Blessed Lestalite,2,,,,,,
Brute Killer,1,0,-1,0,,,,,,,,,,,,
Brute Killer,1,1,-1,0,,,,,,,,,,,,
Brute Killer,1,2,-1,0,,,,,,,,,,,,
Brute Killer,1,3,-1,0,,,,,,,,,,,,
Dark Intention,1,0,13000,3,Lestalite,1,Lestania Quartz,1,Scale Dust,3,,,,,,
Dark Intention,1,1,13000,4,Lestalite,1,Lestania Quartz,1,Scale Dust,3,Large-Grained Sand,1,,,,
Dark Intention,1,2,13000,5,Lestalite,1,Lestania Quartz,1,Scale Dust,5,Large-Grained Sand,3,Ancient Scale Dust,2,,
Dark Intention,1,3,13000,5,Lestalite,1,Lestania Quartz,1,Scale Dust,8,Large-Grained Sand,5,Ancient Scale Dust,3,,
Francisca,1,0,9400,2,Silver Bristle,2,Behemoth Fang,1,,,,,,,,
Francisca,1,1,-1,0,,,,,,,,,,,,
Francisca,1,2,-1,0,,,,,,,,,,,,
Francisca,1,3,-1,0,,,,,,,,,,,,
Ingot Club,1,0,9000,2,Black Ore,2,Troll's Blue Poisonous Moss,1,,,,,,,,
Ingot Club,1,1,9000,2,Black Ore,2,Corpse-Eater's Horn,1,,,,,,,,
Ingot Club,1,2,9000,2,Angules Horn,1,Gleipnir,2,,,,,,,,
Ingot Club,1,3,-1,0,,,,,,,,,,,,
Master of Duel,1,0,19200,1,Rare Netherworld Crystal,1,,,,,,,,,,
Master of Duel,1,1,19200,1,Rare Netherworld Crystal,2,,,,,,,,,,
Master of Duel,1,2,19200,1,Rare Netherworld Crystal,3,,,,,,,,,,
Master of Duel,1,3,19200,2,Rare Netherworld Crystal,3,Blessed Lestalite,1,,,,,,,,
Crossed Cinquedea,1,0,14400,2,Demon Arming Points,2,Gleipnir,1,,,,,,,,
Crossed Cinquedea,1,1,14400,3,High Quality Magick Medal,2,Sinister Horn,1,Witch's Grimoire,1,,,,,,
Crossed Cinquedea,1,2,-1,0,,,,,,,,,,,,
Crossed Cinquedea,1,3,-1,0,,,,,,,,,,,,
Steel Beak,1,0,-1,0,,,,,,,,,,,,
Steel Beak,1,1,-1,0,,,,,,,,,,,,
Steel Beak,1,2,-1,0,,,,,,,,,,,,
Steel Beak,1,3,-1,0,,,,,,,,,,,,
Gold Sting,1,0,10000,2,Sphinx Claw,2,Angules Horn,1,,,,,,,,
Gold Sting,1,1,10000,2,Goat Horn,2,Thick Dragonscale,1,,,,,,,,
Gold Sting,1,2,10000,2,Griffin Feather,4,Glossy Black Feather,1,,,,,,,,
Gold Sting,1,3,10000,2,High Quality Magick Medal,1,Smoky Quartz,1,,,,,,,,
Vanquish Edge,1,0,20800,2,Rare Golden Crystal,3,Blessed Lestalite,1,,,,,,,,
Vanquish Edge,1,1,20800,2,Rare Golden Crystal,3,Blessed Lestalite,2,,,,,,,,
Vanquish Edge,1,2,20800,2,Rare Golden Crystal,5,Blessed Lestalite,2,,,,,,,,
Vanquish Edge,1,3,20800,2,Rare Golden Crystal,5,Blessed Lestalite,3,,,,,,,,
Galatine,1,0,11600,3,Ogre Claw,3,Ambrosial Beast-Steak,2,Scale Dust,3,,,,,,
Galatine,1,1,11600,4,Magickal Potion,2,White Lion Pelt,1,Scale Dust,3,Large-Grained Sand,1,,,,
Galatine,1,2,11600,4,High Quality Magick Medal,2,Scale Dust,5,Large-Grained Sand,2,Ancient Scale Dust,1,,,,
Galatine,1,3,-1,0,,,,,,,,,,,,
Feathery Pelta,2,0,700,1,Ape Pelt,1,,,,,,,,,,
Feathery Pelta,2,1,700,1,Red Lumber,1,,,,,,,,,,
Feathery Pelta,2,2,700,1,Orc Tusk,1,,,,,,,,,,
Feathery Pelta,2,3,700,1,Leather Cord,1,,,,,,,,,,
Shield of Oaths,2,0,1000,1,Black Tar,1,,,,,,,,,,
Shield of Oaths,2,1,1000,1,Blue Alluvial Gold,1,,,,,,,,,,
Shield of Oaths,2,2,1000,2,Pyrite,1,Strong Viscous Liquid,1,,,,,,,,
Shield of Oaths,2,3,1000,1,Leather Cloth,1,,,,,,,,,,
Shield of the Pure White,2,0,-1,0,,,,,,,,,,,,
Shield of the Pure White,2,1,-1,0,,,,,,,,,,,,
Shield of the Pure White,2,2,-1,0,,,,,,,,,,,,
Shield of the Pure White,2,3,-1,0,,,,,,,,,,,,
Silver Thorn,2,0,1600,2,Silver Ore,1,Blue Flower,1,,,,,,,,
Silver Thorn,2,1,1600,2,White Wood,1,Broken Dagger,1,,,,,,,,
Silver Thorn,2,2,1600,2,Silver Ingot,1,Beautiful Conch Shell,1,,,,,,,,
Silver Thorn,2,3,1600,2,Sharp Claw,1,Coconut-Scented Milkcap,2,,,,,,,,
Scarred Sentinel,2,0,3500,2,White Wood,2,Griffin Beak,1,,,,,,,,
Scarred Sentinel,2,1,3500,2,Harpy Flight Feather,1,Sphinx Azure Pinion,1,,,,,,,,
Scarred Sentinel,2,2,3500,2,Mutated Bone Lump,1,Spirit Silver Ingot,1,,,,,,,,
Scarred Sentinel,2,3,3500,2,Giant's Horn,1,Strong Thread,1,,,,,,,,
Mark of the Chimera,2,0,2000,2,Beast's Mane,1,White Wood,1,,,,,,,,
Mark of the Chimera,2,1,2000,2,Hard Leather Cloth,1,Beast Fur,1,,,,,,,,
Mark of the Chimera,2,2,2000,2,Scroll of Defense,1,Healing Drop,1,,,,,,,,
Mark of the Chimera,2,3,2000,3,Iron Thread,1,Beast Claw,1,Harpy Flight Feather,2,,,,,,
Mark of the Arisen,2,0,3000,3,Red Alloy Ingot,2,Giant's Horn,1,Scroll of Defense,1,,,,,,
Mark of the Arisen,2,1,3000,3,Mysree Medal,1,Large Metal Plate,1,Strong Thread,1,,,,,,
Mark of the Arisen,2,2,3000,3,Hidell Medal,1,Beast's Mane,1,Red Alloy Ingot,1,,,,,,
Mark of the Arisen,2,3,3000,3,Dowe Medal,1,Sphinx Claw,1,Red Alloy Ingot,2,,,,,,
Shine Targe,2,0,3200,2,Silver Ore,2,Sphinx Hair,1,,,,,,,,
Shine Targe,2,1,3200,2,Black Tar,1,Griffin Feather,1,,,,,,,,
Shine Targe,2,2,3200,2,Giant Bone,1,Demon Thread,1,,,,,,,,
Shine Targe,2,3,3200,2,Beast's Mane,1,Mithril Ore,1,,,,,,,,
Stark Stolz,2,0,-1,0,,,,,,,,,,,,
Stark Stolz,2,1,-1,0,,,,,,,,,,,,
Stark Stolz,2,2,-1,0,,,,,,,,,,,,
Stark Stolz,2,3,-1,0,,,,,,,,,,,,
Boldness,2,0,-1,0,,,,,,,,,,,,
Boldness,2,1,-1,0,,,,,,,,,,,,
Boldness,2,2,-1,0,,,,,,,,,,,,
Boldness,2,3,-1,0,,,,,,,,,,,,
Shield of the Divine Protector,2,0,-1,0,,,,,,,,,,,,
Shield of the Divine Protector,2,1,-1,0,,,,,,,,,,,,
Shield of the Divine Protector,2,2,-1,0,,,,,,,,,,,,
Shield of the Divine Protector,2,3,-1,0,,,,,,,,,,,,
Dragon's Shell,2,0,8400,2,Dirty Sheet Metal,1,Witch's Grimoire,1,,,,,,,,
Dragon's Shell,2,1,8400,3,High Quality Magick Medal,1,Bright Gold Feather,1,Blue Steel Ingot,1,,,,,,
Dragon's Shell,2,2,8400,2,Rainbow Eye Gem,1,Giant Single Pelt,1,,,,,,,,
Dragon's Shell,2,3,8400,2,Dark Metal,1,Flame Crystal,1,,,,,,,,
Emblem of Saints,2,0,-1,0,,,,,,,,,,,,
Emblem of Saints,2,1,-1,0,,,,,,,,,,,,
Emblem of Saints,2,2,-1,0,,,,,,,,,,,,
Emblem of Saints,2,3,-1,0,,,,,,,,,,,,
Bloody Hide,3,0,2100,1,Giant Fur,1,,,,,,,,,,
Bloody Hide,3,1,2100,2,Monster Gallstone,1,Rotten Lump,1,,,,,,,,
Bloody Hide,3,2,2100,2,Leather Cord,1,Harpy Pinion,1,,,,,,,,
Bloody Hide,3,3,2100,2,Scroll of Power,1,Angelica,1,,,,,,,,
Artisan Bow,3,0,2400,1,Cyclops Tusk,1,,,,,,,,,,
Artisan Bow,3,1,2400,2,Red Lumber,1,Goblin Horn,1,,,,,,,,
Artisan Bow,3,2,2400,2,Rough Thread,1,Black Tar,1,,,,,,,,
Artisan Bow,3,3,2400,2,Scroll of Power,1,Iron Ore,1,,,,,,,,
Fluted Bow,3,0,2700,2,Large Fang,1,Bird Feather,1,,,,,,,,
Fluted Bow,3,1,2700,2,Cedar Wood,1,Magick-Tinged Bone,1,,,,,,,,
Fluted Bow,3,2,2700,2,Scroll of Power,1,Yellow Thyme,1,,,,,,,,
Fluted Bow,3,3,2700,2,Large Metal Plate,1,Spinel,1,,,,,,,,
Ranke Bogen,3,0,3000,2,Hematite Sand,1,Fine Bleached Bone,1,,,,,,,,
Ranke Bogen,3,1,3000,2,Filament,1,Goblin Gunpowder,1,,,,,,,,
Ranke Bogen,3,2,3000,2,Leather Cord,1,Strong Viscous Liquid,1,,,,,,,,
Ranke Bogen,3,3,3000,2,Scroll of Thunder,1,Superior Saurian Tail,1,,,,,,,,
Liberty Bow,3,0,3600,2,Pyrite,1,Magick-Tinged Bone,1,,,,,,,,
Liberty Bow,3,1,3600,2,Rough Thread,1,Purple Anise,1,,,,,,,,
Liberty Bow,3,2,3600,2,Scroll of Power,1,Silken Sand,1,,,,,,,,
Liberty Bow,3,3,3600,2,Spun Yarn,1,Strong Viscous Liquid,1,,,,,,,,
Big Bow,3,0,3900,1,Beast's Mane,1,,,,,,,,,,
Big Bow,3,1,3900,2,Pine Lumber,1,Hematite Sand,1,,,,,,,,
Big Bow,3,2,3900,2,High Quality Gala Mushroom,1,Fine Bleached Bone,1,,,,,,,,
Big Bow,3,3,3900,2,Hard Leather Cloth,1,Moonlight Mushroom,1,,,,,,,,
Bezel Crown,3,0,7200,2,Iron Thread,2,Ogre Claw,1,,,,,,,,
Bezel Crown,3,1,7200,3,Sharp Claw,1,Cyclops Tusk,1,Cerussite,1,,,,,,
Bezel Crown,3,2,7200,3,Courtly Cloth,1,Harpy Flight Feather,1,Energy Liquid,1,,,,,,
Bezel Crown,3,3,7200,4,Protective Cloth,1,Lindwurm Fin,1,Lapis Lazuli,1,White Shining Sand,1,,,,
Devastator,3,0,4500,2,Harpy Flight Feather,1,White Wood,1,,,,,,,,
Devastator,3,1,4500,2,Red Sage,1,Strong Acid Slime Piece,1,,,,,,,,
Devastator,3,2,4500,2,Rough Thread,3,Healing Drop,1,,,,,,,,
Devastator,3,3,4500,2,Iron Thread,1,Stagnant Water,1,,,,,,,,
Lustre Acanthus,3,0,5400,2,Silver Ore,1,Saurian Gland,1,,,,,,,,
Lustre Acanthus,3,1,5400,2,White Wood,1,Fine Bleached Bone,2,,,,,,,,
Lustre Acanthus,3,2,5400,2,Crooked Fang,1,Moonglow,1,,,,,,,,
Lustre Acanthus,3,3,5400,2,Scroll of Great Strength,1,Coconut-Scented Milkcap,1,,,,,,,,
Hunter Bow,3,0,10800,2,Griffin Beak,1,Demon Thread,2,,,,,,,,
Hunter Bow,3,1,10800,3,Black Wood,2,Mist Gem,1,Troll's Blue Poisonous Moss,1,,,,,,
Hunter Bow,3,2,10800,3,Silver Bristle,2,Strong Thread,2,Blow-Resistant Cloth,1,,,,,,
Hunter Bow,3,3,10800,2,Corpse-Eater's Horn,1,Drómi,2,,,,,,,,
Griffinsbane,3,0,8100,2,Griffin Feather,1,Red Alloy Ingot,2,,,,,,,,
Griffinsbane,3,1,8100,2,Strong Thread,2,Mutated Bone Lump,1,,,,,,,,
Griffinsbane,3,2,8100,2,Griffin Feather,1,Topaz,2,,,,,,,,
Griffinsbane,3,3,8100,3,Cerussite,4,Scroll of Great Strength,2,Dragonleather,2,,,,,,
Hydra's Husk,3,0,6600,2,Combat Fabric,2,Strong Lizardscale Pelt,1,,,,,,,,
Hydra's Husk,3,1,6600,2,Rough Thread,4,Giant Bone,1,,,,,,,,
Hydra's Husk,3,2,6600,2,Spun Yarn,2,Beast Claw,1,,,,,,,,
Hydra's Husk,3,3,6600,3,Demon Thread,1,Sharp Claw,1,Northern Oregano,1,,,,,,
Hundred Miles,3,0,6000,2,Griffin Feather,1,Moonglow,1,,,,,,,,
Hundred Miles,3,1,6000,2,White Wood,2,Orc Tusk,2,,,,,,,,
Hundred Miles,3,2,6000,2,Scroll of Power,1,Rock Scale,1,,,,,,,,
Hundred Miles,3,3,6000,2,Orcish Cloth,1,Undead Extract,1,,,,,,,,
Ideal Act,3,0,9000,4,Red Alloy Ingot,3,Goat Horn,1,Strong Thread,2,Rosewood,2,,,,
Ideal Act,3,1,9000,4,Mysree Medal,1,Ent Branch,1,Mutated Bone Lump,1,Dragonleather,2,,,,
Ideal Act,3,2,9000,4,Hidell Medal,1,Colossus Horn,1,Griffin Beak,1,Scroll of Great Strength,2,,,,
Ideal Act,3,3,9000,4,Volden Medal,1,Giant Eyeball,1,Demon Thread,1,Red Alloy Ingot,2,,,,
Scroll Hilt Bow,3,0,11200,2,Sphinx Claw,1,Red Alloy Ingot,1,,,,,,,,
Scroll Hilt Bow,3,1,11200,3,Mithril Ore,2,Strong Acid Slime Piece,1,Thick Bone,1,,,,,,
Scroll Hilt Bow,3,2,11200,3,Cockatrice Poison Gland,2,Strong Thread,2,Cursed Cloth,1,,,,,,
Scroll Hilt Bow,3,3,11200,2,Behemoth Fang,1,Mithril Ingot,2,,,,,,,,
Krishna,3,0,11600,2,Magickal Potion,1,Spirit Silver Ingot,1,,,,,,,,
Krishna,3,1,11600,3,Black Wood,2,Silver Bristle,2,Scale Dust,1,,,,,,
Krishna,3,2,11600,4,Pure White Mane,1,Blow-Resistant Cloth,2,Scale Dust,2,Large-Grained Sand,1,,,,
Krishna,3,3,11600,5,Corpse-Eater's Horn,1,Sinister Black Cloth,3,Scale Dust,3,Large-Grained Sand,2,Ancient Scale Dust,1,,
Enigma,3,0,12000,2,Silver Bristle,2,Scale Dust,1,,,,,,,,
Enigma,3,1,12000,3,Pure White Mane,2,Scale Dust,2,Large-Grained Sand,1,,,,,,
Enigma,3,2,12000,4,Angules Horn,1,Scale Dust,4,Large-Grained Sand,2,Ancient Scale Dust,1,,,,
Enigma,3,3,12000,4,Bluish Gray Dragonscale,3,Scale Dust,8,Large-Grained Sand,4,Ancient Scale Dust,2,,,,
Ex Machina,3,0,-1,0,,,,,,,,,,,,
Ex Machina,3,1,-1,0,,,,,,,,,,,,
Ex Machina,3,2,-1,0,,,,,,,,,,,,
Ex Machina,3,3,-1,0,,,,,,,,,,,,
Elder's Anima,3,0,13600,2,Silver Bristle,2,Angules Horn,1,,,,,,,,
Elder's Anima,3,1,13600,2,Smooth Dragonleather,1,Magickal Potion,2,,,,,,,,
Elder's Anima,3,2,-1,0,,,,,,,,,,,,
Elder's Anima,3,3,-1,0,,,,,,,,,,,,
Gandiva,3,0,-1,0,,,,,,,,,,,,
Gandiva,3,1,-1,0,,,,,,,,,,,,
Gandiva,3,2,-1,0,,,,,,,,,,,,
Gandiva,3,3,-1,0,,,,,,,,,,,,
Brier Shooter,3,0,-1,0,,,,,,,,,,,,
Brier Shooter,3,1,-1,0,,,,,,,,,,,,
Brier Shooter,3,2,-1,0,,,,,,,,,,,,
Brier Shooter,3,3,-1,0,,,,,,,,,,,,
Phytoahero,3,0,24000,2,Rare Ancient Crystal,1,Rare Greenleaf Crystal,1,,,,,,,,
Phytoahero,3,1,24000,2,Rare Ancient Crystal,2,Rare Greenleaf Crystal,2,,,,,,,,
Phytoahero,3,2,24000,3,Rare Ancient Crystal,3,Rare Greenleaf Crystal,3,Blessed Lestalite,1,,,,,,
Phytoahero,3,3,24000,3,Rare Ancient Crystal,3,Rare Greenleaf Crystal,3,Blessed Lestalite,2,,,,,,
Sturdy Bow,3,0,14400,2,Giant Eyeball,2,Angules Horn,1,,,,,,,,
Sturdy Bow,3,1,14400,2,Goat Horn,2,Thick Dragonscale,1,,,,,,,,
Sturdy Bow,3,2,14400,2,Colossus Horn,4,Mystery Organs,2,,,,,,,,
Sturdy Bow,3,3,14400,2,High Quality Magick Medal,1,Smoky Quartz,1,,,,,,,,
Noble Hilt Bow,3,0,-1,0,,,,,,,,,,,,
Noble Hilt Bow,3,1,-1,0,,,,,,,,,,,,
Noble Hilt Bow,3,2,-1,0,,,,,,,,,,,,
Noble Hilt Bow,3,3,-1,0,,,,,,,,,,,,
Auto-Adjust Bow,3,0,-1,0,,,,,,,,,,,,
Auto-Adjust Bow,3,1,-1,0,,,,,,,,,,,,
Auto-Adjust Bow,3,2,-1,0,,,,,,,,,,,,
Auto-Adjust Bow,3,3,-1,0,,,,,,,,,,,,
Zenon,3,0,24000,1,Rare Netherworld Crystal,1,,,,,,,,,,
Zenon,3,1,24000,1,Rare Netherworld Crystal,2,,,,,,,,,,
Zenon,3,2,24000,1,Rare Netherworld Crystal,3,,,,,,,,,,
Zenon,3,3,24000,2,Rare Netherworld Crystal,3,Blessed Lestalite,1,,,,,,,,
Diabolica,3,0,18000,3,Lestalite,1,Lestania Quartz,1,Scale Dust,3,,,,,,
Diabolica,3,1,18000,4,Lestalite,1,Lestania Quartz,1,Scale Dust,3,Large-Grained Sand,1,,,,
Diabolica,3,2,18000,5,Lestalite,1,Lestania Quartz,1,Scale Dust,5,Large-Grained Sand,3,Ancient Scale Dust,2,,
Diabolica,3,3,-1,0,,,,,,,,,,,,
Agleam Glass,3,0,-1,0,,,,,,,,,,,,
Agleam Glass,3,1,-1,0,,,,,,,,,,,,
Agleam Glass,3,2,-1,0,,,,,,,,,,,,
Agleam Glass,3,3,-1,0,,,,,,,,,,,,
Rose Wisdom,3,0,26000,1,Rare Golden Crystal,3,,,,,,,,,,
Rose Wisdom,3,1,26000,1,Rare Golden Crystal,3,,,,,,,,,,
Rose Wisdom,3,2,26000,2,Rare Golden Crystal,5,Blessed Lestalite,1,,,,,,,,
Rose Wisdom,3,3,26000,2,Rare Golden Crystal,5,Blessed Lestalite,3,,,,,,,,
Dawn Staff,4,0,2100,1,Black Tar,1,,,,,,,,,,
Dawn Staff,4,1,2100,2,Monster Gallstone,1,Peridot,1,,,,,,,,
Dawn Staff,4,2,2100,2,Burial Shroud,1,Cedar Wood,1,,,,,,,,
Dawn Staff,4,3,2100,2,Scroll of Magickal Protection,1,Small Nut,1,,,,,,,,
Nature's Whole,4,0,2400,1,Ent Leaf,1,,,,,,,,,,
Nature's Whole,4,1,2400,2,Yellow Thyme,1,Fine Bleached Bone,1,,,,,,,,
Nature's Whole,4,2,2400,2,Rough Thread,1,Large Fang,1,,,,,,,,
Nature's Whole,4,3,2400,2,Scroll of Sorcery,1,Stagnant Water,1,,,,,,,,
Illusionist,4,0,2700,2,Spinel,1,Magick-Tinged Bone,1,,,,,,,,
Illusionist,4,1,2700,2,Moonlight Mushroom,1,Purple Anise,1,,,,,,,,
Illusionist,4,2,2700,2,Leather Cord,1,Superior Saurian Tail,1,,,,,,,,
Illusionist,4,3,2700,2,Large Metal Plate,1,Angelica,1,,,,,,,,
Sky Anchor,4,0,3000,2,Cedar Wood,1,Amethyst,1,,,,,,,,
Sky Anchor,4,1,3000,2,Filament,1,Strong Viscous Liquid,1,,,,,,,,
Sky Anchor,4,2,3000,2,Scroll of Fire,1,Crystal,1,,,,,,,,
Sky Anchor,4,3,3000,2,Drilled Plate Sheet,1,Unrefined Demon Wine,1,,,,,,,,
Pilgrim's Cane,4,0,3600,1,Orb of Darkness,1,,,,,,,,,,
Pilgrim's Cane,4,1,3600,2,Burial Shroud,1,White Liquor,1,,,,,,,,
Pilgrim's Cane,4,2,3600,2,Scroll of Ice,1,Wild Herb,1,,,,,,,,
Pilgrim's Cane,4,3,3600,2,Scroll of Holy,1,Garnet,1,,,,,,,,
Palm's Treetop,4,0,3900,1,Ent Leaf,1,,,,,,,,,,
Palm's Treetop,4,1,3900,2,Pine Lumber,1,Apophyllite,1,,,,,,,,
Palm's Treetop,4,2,3900,2,Undead Extract,1,Red Lumber,1,,,,,,,,
Palm's Treetop,4,3,3900,2,Iron Thread,1,Yellow Thyme,1,,,,,,,,
Staff of Beyond the Rift,4,0,7200,2,Spun Yarn,1,Black Skull,1,,,,,,,,
Staff of Beyond the Rift,4,1,7200,3,Sharp Claw,1,Colossus Horn,1,Blue Flower,1,,,,,,
Staff of Beyond the Rift,4,2,7200,3,Demon Thread,1,Orc's War Tusk,1,Lapis Lazuli,1,,,,,,
Staff of Beyond the Rift,4,3,7200,4,Rosewood,2,Magick Medal,1,Energy Liquid,1,Beast Fur,1,,,,
Iron Staff,4,0,4500,2,Pyrite,1,Magick-Tinged Bone,1,,,,,,,,
Iron Staff,4,1,4500,2,Hematite,1,Strong Acid Slime Piece,1,,,,,,,,
Iron Staff,4,2,4500,2,Iron Ingot,2,Crystal,1,,,,,,,,
Iron Staff,4,3,4500,2,Jewel Steel Ingot,1,Harpy Flight Feather,1,,,,,,,,
Portal Indicator,4,0,5400,2,Broken Dagger,1,Red Liquor,1,,,,,,,,
Portal Indicator,4,1,5400,2,Silver Ore,2,Mysterious Gold Lump,1,,,,,,,,
Portal Indicator,4,2,5400,2,Cyclops Tusk,1,Beautiful Conch Shell,1,,,,,,,,
Portal Indicator,4,3,5400,2,Scroll of Magickal Defense,1,Superior Saurian Tail,1,,,,,,,,
Nail Freed,4,0,10800,2,Mutated Bone Lump,1,Spirit Silver Ingot,2,,,,,,,,
Nail Freed,4,1,10800,3,Gold Ore,2,Orc's War Tusk,1,Mutated Bone Lump,1,,,,,,
Nail Freed,4,2,10800,3,Magickal Potion,1,Scroll of Holy,2,Blow-Resistant Cloth,1,,,,,,
Nail Freed,4,3,10800,2,Angules Horn,1,Sinister Black Cloth,2,,,,,,,,
Goblin Dismissal,4,0,8100,2,Giant's Horn,1,Sequoia Wood,3,,,,,,,,
Goblin Dismissal,4,1,8100,2,Mutated Bone Lump,1,Scroll of Great Sorcery,2,,,,,,,,
Goblin Dismissal,4,2,8100,2,Giant Bone,1,Beast Claw,3,,,,,,,,
Goblin Dismissal,4,3,8100,3,Ogre Claw,1,Spirit Silver Ingot,1,Goblin's Leaf,4,,,,,,
White Revelation,4,0,9000,4,Protective Cloth,3,Ruby,2,Giant Eyeball,1,Ancient Grimoire,2,,,,
White Revelation,4,1,9000,4,Hidell Medal,1,Ent Branch,1,Sphinx Claw,1,Dragonleather,2,,,,
White Revelation,4,2,9000,4,Breya Medal,1,Troll's Poisonous Moss,1,Lindwurm Fin,1,Scroll of Great Sorcery,2,,,,
White Revelation,4,3,9000,4,Volden Medal,1,Goat Horn,1,Protective Cloth,2,Energy Liquid,3,,,,
Spellcasting,4,0,6000,2,Beast's Mane,1,Onyx,1,,,,,,,,
Spellcasting,4,1,6000,2,Silver Ore,2,Saurian Gland,1,,,,,,,,
Spellcasting,4,2,6000,2,Scroll of Sorcery,1,Undead Extract,1,,,,,,,,
Spellcasting,4,3,6000,2,Scroll of Great Sorcery,1,Bluecurrant,1,,,,,,,,
Silent Grace,4,0,6600,2,Scroll of Holy,1,White Wood,3,,,,,,,,
Silent Grace,4,1,6600,2,Bronze Ingot,4,Harpy Flight Feather,1,,,,,,,,
Silent Grace,4,2,6600,2,Scroll of Magickal Protection,2,Beast Claw,1,,,,,,,,
Silent Grace,4,3,6600,3,Spirit Silver Ingot,1,Broken Dagger,1,Northern Oregano,1,,,,,,
Calmly Cling,4,0,11600,2,Silver Bristle,1,Scroll of Magickal Defense,2,,,,,,,,
Calmly Cling,4,1,11600,3,Black Wood,2,Pure White Mane,1,Scale Dust,1,,,,,,
Calmly Cling,4,2,11600,4,Troll's Blue Poisonous Moss,2,Blow-Resistant Cloth,2,Scale Dust,2,Large-Grained Sand,1,,,,
Calmly Cling,4,3,11600,5,Water Dragon Fang,1,Cursed Cloth,3,Scale Dust,3,Large-Grained Sand,2,Ancient Scale Dust,1,,
Phantom Descent,4,0,12000,2,Magickal Potion,2,Scale Dust,1,,,,,,,,
Phantom Descent,4,1,12000,3,Thick Bone,2,Scale Dust,2,Large-Grained Sand,1,,,,,,
Phantom Descent,4,2,12000,4,Behemoth Fang,1,Scale Dust,4,Large-Grained Sand,2,Ancient Scale Dust,1,,,,
Phantom Descent,4,3,12000,4,Smooth Dragonleather,3,Scale Dust,8,Large-Grained Sand,4,Ancient Scale Dust,2,,,,
Staff of Magickal Destruction,4,0,11200,2,Giant Eyeball,1,Scroll of Defense,2,,,,,,,,
Staff of Magickal Destruction,4,1,11200,3,Black Wood,2,Blob Flesh,1,Ent Seed,1,,,,,,
Staff of Magickal Destruction,4,2,11200,3,Silver Bristle,1,Scroll of Darkness,2,Sinister Black Cloth,1,,,,,,
Staff of Magickal Destruction,4,3,11200,2,Corpse-Eater's Horn,1,Drómi,3,,,,,,,,
Lela Daphne,4,0,12400,2,Rosewood,2,White Lion Pelt,1,,,,,,,,
Lela Daphne,4,1,12400,2,Gold-Striped Hardwood,1,Sphinx Hair,3,,,,,,,,
Lela Daphne,4,2,12400,2,Cockatrice Liquor,1,Scroll of Magickal Defense,2,,,,,,,,
Lela Daphne,4,3,12400,2,Magickal Potion,2,Demon Thread,3,,,,,,,,
Heart of Darkness,4,0,-1,0,,,,,,,,,,,,
Heart of Darkness,4,1,-1,0,,,,,,,,,,,,
Heart of Darkness,4,2,-1,0,,,,,,,,,,,,
Heart of Darkness,4,3,-1,0,,,,,,,,,,,,
Etupirka,4,0,-1,0,,,,,,,,,,,,
Etupirka,4,1,-1,0,,,,,,,,,,,,
Etupirka,4,2,-1,0,,,,,,,,,,,,
Etupirka,4,3,-1,0,,,,,,,,,,,,
Staff of the Pathfinder,4,0,-1,0,,,,,,,,,,,,
Staff of the Pathfinder,4,1,-1,0,,,,,,,,,,,,
Staff of the Pathfinder,4,2,-1,0,,,,,,,,,,,,
Staff of the Pathfinder,4,3,-1,0,,,,,,,,,,,,
Arpaktiko,4,0,24000,2,Rare Ancient Crystal,1,Rare Greenleaf Crystal,1,,,,,,,,
Arpaktiko,4,1,24000,2,Rare Ancient Crystal,2,Rare Greenleaf Crystal,2,,,,,,,,
Arpaktiko,4,2,24000,3,Rare Ancient Crystal,3,Rare Greenleaf Crystal,3,Blessed Lestalite,1,,,,,,
Arpaktiko,4,3,24000,3,Rare Ancient Crystal,3,Rare Greenleaf Crystal,3,Blessed Lestalite,2,,,,,,
Relic-Eater,4,0,14400,2,Necrophagous Bristle,2,Corpse-Eater's Horn,1,,,,,,,,
Relic-Eater,4,1,14400,2,Ambrosial Beast-Steak,2,Bluish Gray Dragonscale,1,,,,,,,,
Relic-Eater,4,2,14400,2,Sphinx Hair,3,Mystery Organs,2,,,,,,,,
Relic-Eater,4,3,14400,2,Alchemized Armor Plate,1,Eye Gem,3,,,,,,,,
Nocturne,4,0,-1,0,,,,,,,,,,,,
Nocturne,4,1,-1,0,,,,,,,,,,,,
Nocturne,4,2,-1,0,,,,,,,,,,,,
Nocturne,4,3,-1,0,,,,,,,,,,,,
Para Regi Ptero,4,0,24000,1,Rare Netherworld Crystal,1,,,,,,,,,,
Para Regi Ptero,4,1,24000,1,Rare Netherworld Crystal,2,,,,,,,,,,
Para Regi Ptero,4,2,24000,1,Rare Netherworld Crystal,3,,,,,,,,,,
Para Regi Ptero,4,3,24000,2,Rare Netherworld Crystal,3,Blessed Lestalite,1,,,,,,,,
Avalon's Beacon,4,0,-1,0,,,,,,,,,,,,
